bill_id,chamber,date_effective,first_action_date,latest_action_date,latest_action_description,leg_type,openstates_url,sponsor10_district,sponsor10_name,sponsor10_party,sponsor10_role,sponsor10_title,sponsor11_district,sponsor11_name,sponsor11_party,sponsor11_role,sponsor11_title,sponsor12_district,sponsor12_name,sponsor12_party,sponsor12_role,sponsor12_title,sponsor13_district,sponsor13_name,sponsor13_party,sponsor13_role,sponsor13_title,sponsor14_district,sponsor14_name,sponsor14_party,sponsor14_role,sponsor14_title,sponsor15_district,sponsor15_name,sponsor15_party,sponsor15_role,sponsor15_title,sponsor16_district,sponsor16_name,sponsor16_party,sponsor16_role,sponsor16_title,sponsor17_district,sponsor17_name,sponsor17_party,sponsor17_role,sponsor17_title,sponsor18_district,sponsor18_name,sponsor18_party,sponsor18_role,sponsor18_title,sponsor19_district,sponsor19_name,sponsor19_party,sponsor19_role,sponsor19_title,sponsor1_district,sponsor1_name,sponsor1_party,sponsor1_role,sponsor1_title,sponsor20_district,sponsor20_name,sponsor20_party,sponsor20_role,sponsor20_title,sponsor21_district,sponsor21_name,sponsor21_party,sponsor21_role,sponsor21_title,sponsor22_district,sponsor22_name,sponsor22_party,sponsor22_role,sponsor22_title,sponsor23_district,sponsor23_name,sponsor23_party,sponsor23_role,sponsor23_title,sponsor24_district,sponsor24_name,sponsor24_party,sponsor24_role,sponsor24_title,sponsor25_district,sponsor25_name,sponsor25_party,sponsor25_role,sponsor25_title,sponsor26_district,sponsor26_name,sponsor26_party,sponsor26_role,sponsor26_title,sponsor27_district,sponsor27_name,sponsor27_party,sponsor27_role,sponsor27_title,sponsor28_district,sponsor28_name,sponsor28_party,sponsor28_role,sponsor28_title,sponsor29_district,sponsor29_name,sponsor29_party,sponsor29_role,sponsor29_title,sponsor2_district,sponsor2_name,sponsor2_party,sponsor2_role,sponsor2_title,sponsor30_district,sponsor30_name,sponsor30_party,sponsor30_role,sponsor30_title,sponsor31_district,sponsor31_name,sponsor31_party,sponsor31_role,sponsor31_title,sponsor32_district,sponsor32_name,sponsor32_party,sponsor32_role,sponsor32_title,sponsor33_district,sponsor33_name,sponsor33_party,sponsor33_role,sponsor33_title,sponsor34_district,sponsor34_name,sponsor34_party,sponsor34_role,sponsor34_title,sponsor35_district,sponsor35_name,sponsor35_party,sponsor35_role,sponsor35_title,sponsor36_district,sponsor36_name,sponsor36_party,sponsor36_role,sponsor36_title,sponsor37_district,sponsor37_name,sponsor37_party,sponsor37_role,sponsor37_title,sponsor38_district,sponsor38_name,sponsor38_party,sponsor38_role,sponsor38_title,sponsor39_district,sponsor39_name,sponsor39_party,sponsor39_role,sponsor39_title,sponsor3_district,sponsor3_name,sponsor3_party,sponsor3_role,sponsor3_title,sponsor40_district,sponsor40_name,sponsor40_party,sponsor40_role,sponsor40_title,sponsor41_district,sponsor41_name,sponsor41_party,sponsor41_role,sponsor41_title,sponsor42_district,sponsor42_name,sponsor42_party,sponsor42_role,sponsor42_title,sponsor43_district,sponsor43_name,sponsor43_party,sponsor43_role,sponsor43_title,sponsor44_district,sponsor44_name,sponsor44_party,sponsor44_role,sponsor44_title,sponsor45_district,sponsor45_name,sponsor45_party,sponsor45_role,sponsor45_title,sponsor46_district,sponsor46_name,sponsor46_party,sponsor46_role,sponsor46_title,sponsor47_district,sponsor47_name,sponsor47_party,sponsor47_role,sponsor47_title,sponsor48_district,sponsor48_name,sponsor48_party,sponsor48_role,sponsor48_title,sponsor49_district,sponsor49_name,sponsor49_party,sponsor49_role,sponsor49_title,sponsor4_district,sponsor4_name,sponsor4_party,sponsor4_role,sponsor4_title,sponsor50_district,sponsor50_name,sponsor50_party,sponsor50_role,sponsor50_title,sponsor51_district,sponsor51_name,sponsor51_party,sponsor51_role,sponsor51_title,sponsor52_district,sponsor52_name,sponsor52_party,sponsor52_role,sponsor52_title,sponsor53_district,sponsor53_name,sponsor53_party,sponsor53_role,sponsor53_title,sponsor54_district,sponsor54_name,sponsor54_party,sponsor54_role,sponsor54_title,sponsor55_district,sponsor55_name,sponsor55_party,sponsor55_role,sponsor55_title,sponsor56_district,sponsor56_name,sponsor56_party,sponsor56_role,sponsor56_title,sponsor57_district,sponsor57_name,sponsor57_party,sponsor57_role,sponsor57_title,sponsor58_district,sponsor58_name,sponsor58_party,sponsor58_role,sponsor58_title,sponsor59_district,sponsor59_name,sponsor59_party,sponsor59_role,sponsor59_title,sponsor5_district,sponsor5_name,sponsor5_party,sponsor5_role,sponsor5_title,sponsor60_district,sponsor60_name,sponsor60_party,sponsor60_role,sponsor60_title,sponsor61_district,sponsor61_name,sponsor61_party,sponsor61_role,sponsor61_title,sponsor62_district,sponsor62_name,sponsor62_party,sponsor62_role,sponsor62_title,sponsor63_district,sponsor63_name,sponsor63_party,sponsor63_role,sponsor63_title,sponsor64_district,sponsor64_name,sponsor64_party,sponsor64_role,sponsor64_title,sponsor6_district,sponsor6_name,sponsor6_party,sponsor6_role,sponsor6_title,sponsor7_district,sponsor7_name,sponsor7_party,sponsor7_role,sponsor7_title,sponsor8_district,sponsor8_name,sponsor8_party,sponsor8_role,sponsor8_title,sponsor9_district,sponsor9_name,sponsor9_party,sponsor9_role,sponsor9_title,title
SB 594,Senate,"July 1, 2025",2025-01-27,2025-05-20,Approved by the Governor - Chapter 699,bill,https://openstates.org/md/bills/2025/SB594/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,Arthur Ellis,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Health - Use of Opioid Restitution Fund and Training Under the Overdose Response Program
HB 729,House,"July 1, 2025",2025-01-27,2025-05-20,Approved by the Governor - Chapter 698,bill,https://openstates.org/md/bills/2025/HB729/,14,Anne Kaiser,Democratic,primary,Delegate,3,Ken Kerr,Democratic,primary,Delegate,31,Nic Kipke,Republican,primary,Delegate,39,Lesley Lopez,Democratic,primary,Delegate,,Martinez,,primary,,47B,Deni Taveras,Democratic,primary,Delegate,10,Jennifer White Holland,Democratic,primary,Delegate,26,Jamila Woods,Democratic,primary,Delegate,16,Teresa Woorman,Democratic,primary,Delegate,,,,,,41,Sandy Rosenberg,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,Joseline Peña-Melnyk,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,Brian Chisholm,Republican,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Bonnie Cullison,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33C,Heather Bagnall Tudball,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,8,Harry Bhandari,Democratic,primary,Delegate,13,Pam Guzzone,Democratic,primary,Delegate,12A,Terri Hill,Democratic,primary,Delegate,34A,Steve Johnson,Democratic,primary,Delegate,Public Health - Use of Opioid Restitution Fund and Training Under the Overdose Response Program
SB 768,Senate,"July 1, 2025",2025-01-31,2025-05-20,Approved by the Governor - Chapter 776,bill,https://openstates.org/md/bills/2025/SB768/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Michael Jackson,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chair, Joint Committee on Pensions",,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correctional Officers' Retirement System - Membership - Clarifications
HB 1072,House,"June 1, 2025",2025-02-05,2025-05-20,Approved by the Governor - Chapter 764,bill,https://openstates.org/md/bills/2025/HB1072/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43B,Cathi Forbes,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chair, Joint Committee on Pensions",,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Retirement and Pension System - Administrative Fees - Repeal
HB 603,House,"July 1, 2025",2025-01-23,2025-05-20,Approved by the Governor - Chapter 631,bill,https://openstates.org/md/bills/2025/HB603/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Speaker,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Office of the Comptroller,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earned Income Tax Credit - Notice of Eligibility - Alteration
SB 5,Senate,"July 1, 2025",2024-11-01,2025-05-20,Approved by the Governor - Chapter 722,bill,https://openstates.org/md/bills/2025/SB5/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,Clarence Lam,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,Brian Feldman,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,Antonio Hayes,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maryland Health Benefit Exchange – State–Based Young Adult Health Insurance Subsidies Pilot Program – Sunset Repeal
SB 745,Senate,"July 1, 2025",2025-01-31,2025-05-20,Approved by the Governor - Chapter 789,bill,https://openstates.org/md/bills/2025/SB745/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harford County Senators,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harford County - Alcoholic Beverages - Performing Arts Nonprofit Organization License - Record-Keeping Requirements
SB 790,Senate,"July 1, 2025",2025-02-03,2025-05-20,Approved by the Governor - Chapter 686,bill,https://openstates.org/md/bills/2025/SB790/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,Malcolm Augustine,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Behavioral Health Advisory Council and the Commission on Behavioral Health Care Treatment and Access - Plan to Implement Early and Periodic Screening, Diagnostic, and Treatment Requirements"
HB 722,House,"July 1, 2025",2025-01-27,2025-05-20,Approved by the Governor - Chapter 697,bill,https://openstates.org/md/bills/2025/HB722/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,Sandy Rosenberg,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maryland Department of Health - Report on Oversight of Substance Use Disorder Treatment Programs and Recovery Residences
HB 848,House,"October 1, 2025, June 1, 2025",2025-01-30,2025-05-20,Approved by the Governor - Chapter 669,bill,https://openstates.org/md/bills/2025/HB848/,37B,Tom Hutchinson,Republican,primary,Delegate,34A,Steve Johnson,Democratic,primary,Delegate,14,Anne Kaiser,Democratic,primary,Delegate,31,Nic Kipke,Republican,primary,Delegate,39,Lesley Lopez,Democratic,primary,Delegate,,Martinez,,primary,,35A,Teresa Reilly,Republican,primary,Delegate,7A,Kathy Szeliga,Republican,primary,Delegate,47B,Deni Taveras,Democratic,primary,Delegate,10,Jennifer White Holland,Democratic,primary,Delegate,21,Joseline Peña-Melnyk,Democratic,primary,Delegate,26,Jamila Woods,Democratic,primary,Delegate,16,Teresa Woorman,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33C,Heather Bagnall Tudball,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Bonnie Cullison,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Ken Kerr,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,Sandy Rosenberg,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,8,Harry Bhandari,Democratic,primary,Delegate,31,Brian Chisholm,Republican,primary,Delegate,13,Pam Guzzone,Democratic,primary,Delegate,12A,Terri Hill,Democratic,primary,Delegate,"Health Insurance - Adverse Decisions - Notices, Reporting, and Examinations"
HB 297,House,"July 1, 2025",2025-01-09,2025-05-20,Approved by the Governor - Chapter 721,bill,https://openstates.org/md/bills/2025/HB297/,,Martinez,,primary,,21,Joseline Peña-Melnyk,Democratic,primary,Delegate,41,Sandy Rosenberg,Democratic,primary,Delegate,47B,Deni Taveras,Democratic,primary,Delegate,10,Jennifer White Holland,Democratic,primary,Delegate,26,Jamila Woods,Democratic,primary,Delegate,16,Teresa Woorman,Democratic,primary,Delegate,,,,,,,,,,,,,,,,3,Ken Kerr,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33C,Heather Bagnall Tudball,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Harry Bhandari,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Bonnie Cullison,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,Pam Guzzone,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,12A,Terri Hill,Democratic,primary,Delegate,34A,Steve Johnson,Democratic,primary,Delegate,14,Anne Kaiser,Democratic,primary,Delegate,39,Lesley Lopez,Democratic,primary,Delegate,Maryland Health Benefit Exchange - State-Based Young Adult Health Insurance Subsidies Pilot Program - Sunset Repeal
HB 602,House,"July 1, 2025",2025-01-23,2025-05-20,Approved by the Governor - Chapter 673,bill,https://openstates.org/md/bills/2025/HB602/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37B,Tom Hutchinson,Republican,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37B,Chris Adams,Republican,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Board of Nursing - Advanced Practice Nursing Licensure and Specialty Certification - Reciprocity Discussions (Maryland Border States Advanced Practice Nursing Act)
SB 748,Senate,"October 1, 2025",2025-01-31,2025-05-20,Approved by the Governor - Chapter 682,bill,https://openstates.org/md/bills/2025/SB748/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Ben Kramer,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Health - Alzheimer's Disease and Related Dementias - Information on Prevalence and Treatment
HB 331,House,"October 1, 2025",2025-01-10,2025-05-20,Approved by the Governor - Chapter 664,bill,https://openstates.org/md/bills/2025/HB331/,34A,Steve Johnson,Democratic,primary,Delegate,14,Anne Kaiser,Democratic,primary,Delegate,3,Ken Kerr,Democratic,primary,Delegate,31,Nic Kipke,Republican,primary,Delegate,39,Lesley Lopez,Democratic,primary,Delegate,,Martinez,,primary,,29A,Matt Morgan,Republican,primary,Delegate,21,Joseline Peña-Melnyk,Democratic,primary,Delegate,35A,Teresa Reilly,Republican,primary,Delegate,41,Sandy Rosenberg,Democratic,primary,Delegate,10,Jennifer White Holland,Democratic,primary,Delegate,7A,Kathy Szeliga,Republican,primary,Delegate,47B,Deni Taveras,Democratic,primary,Delegate,26,Jamila Woods,Democratic,primary,Delegate,16,Teresa Woorman,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Tiffany Alston,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33C,Heather Bagnall Tudball,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Harry Bhandari,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,Brian Chisholm,Republican,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,19,Bonnie Cullison,Democratic,primary,Delegate,13,Pam Guzzone,Democratic,primary,Delegate,12A,Terri Hill,Democratic,primary,Delegate,37B,Tom Hutchinson,Republican,primary,Delegate,Public Information Act - Public Access Ombudsman - Delegation of Powers
HB 490,House,"October 1, 2025",2025-01-20,2025-05-20,Approved by the Governor - Chapter 781,bill,https://openstates.org/md/bills/2025/HB490/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Mary's County Delegation,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Mary's County - Competitive Bidding - Threshold
SB 641,Senate,"January 1, 2026",2025-01-29,2025-05-20,Approved by the Governor - Chapter 743,bill,https://openstates.org/md/bills/2025/SB641/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Jason Gallion,Republican,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Insurance - Required Coverage - Hearing Aids
HB 18,House,"July 1, 2025",2024-08-08,2025-05-20,Approved by the Governor - Chapter 712,bill,https://openstates.org/md/bills/2025/HB18/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,Julie Palakovich Carr,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vehicle Laws - Noise Abatement Monitoring Systems Pilot Program - Inspection and Extension
HB 933,House,"June 1, 2025",2025-01-31,2025-05-20,Approved by the Governor - Chapter 733,bill,https://openstates.org/md/bills/2025/HB933/,3,Ken Kerr,Democratic,primary,Delegate,39,Lesley Lopez,Democratic,primary,Delegate,21,Joseline Peña-Melnyk,Democratic,primary,Delegate,41,Sandy Rosenberg,Democratic,primary,Delegate,8,Kim Ross,Democratic,primary,Delegate,47B,Deni Taveras,Democratic,primary,Delegate,10,Jennifer White Holland,Democratic,primary,Delegate,26,Jamila Woods,Democratic,primary,Delegate,16,Teresa Woorman,Democratic,primary,Delegate,,,,,,,Martinez,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Tiffany Alston,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33C,Heather Bagnall Tudball,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Harry Bhandari,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Bonnie Cullison,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,13,Pam Guzzone,Democratic,primary,Delegate,12A,Terri Hill,Democratic,primary,Delegate,34A,Steve Johnson,Democratic,primary,Delegate,14,Anne Kaiser,Democratic,primary,Delegate,Nursing Homes - Cost Reports
HB 1086,House,"January 1, 2026",2025-02-05,2025-05-20,Approved by the Governor - Chapter 683,bill,https://openstates.org/md/bills/2025/HB1086/,8,Harry Bhandari,Democratic,primary,Delegate,19,Bonnie Cullison,Democratic,primary,Delegate,13,Pam Guzzone,Democratic,primary,Delegate,12A,Terri Hill,Democratic,primary,Delegate,37B,Tom Hutchinson,Republican,primary,Delegate,34A,Steve Johnson,Democratic,primary,Delegate,14,Anne Kaiser,Democratic,primary,Delegate,3,Ken Kerr,Democratic,primary,Delegate,31,Nic Kipke,Republican,primary,Delegate,39,Lesley Lopez,Democratic,primary,Delegate,,Martinez,,primary,,29A,Matt Morgan,Republican,primary,Delegate,35A,Teresa Reilly,Republican,primary,Delegate,41,Sandy Rosenberg,Democratic,primary,Delegate,8,Kim Ross,Democratic,primary,Delegate,7A,Kathy Szeliga,Republican,primary,Delegate,10,Jennifer White Holland,Democratic,primary,Delegate,26,Jamila Woods,Democratic,primary,Delegate,16,Teresa Woorman,Democratic,primary,Delegate,,,,,,,,,,,21,Joseline Peña-Melnyk,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Tiffany Alston,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,Mary Lehman,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,Denise Roberts,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,47B,Deni Taveras,Democratic,primary,Delegate,23,Kym Taylor,Democratic,primary,Delegate,26,Veronica Turner,Democratic,primary,Delegate,33C,Heather Bagnall Tudball,Democratic,primary,Delegate,Maryland Medical Assistance Program and Health Insurance - Coverage for Anesthesia - Prohibiting Time Limitations
SB 653,Senate,"July 1, 2025",2025-01-29,2025-05-20,Approved by the Governor - Chapter 736,bill,https://openstates.org/md/bills/2025/SB653/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,Cory McCray,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Procurement - Employee Stock Ownership Plan Preference - Pilot
